"gene_name","taxa_included","identical_sequences"
"Oryzias_latipes.scaffold461.178024.177884.fas","72","593"
"Oryzias_latipes.scaffold643.135985.135858.fas","96","429"
"Oryzias_latipes.scaffold869.51442.51606.fas","88","530"
"Oryzias_latipes.ultracontig101.170459.170285.fas","97","1065"
"Oryzias_latipes.ultracontig101.178443.178310.fas","72","976"
"Oryzias_latipes.ultracontig104.89900.89714.fas","95","84"
"Oryzias_latipes.ultracontig106.473988.473761.fas","62","55"
"Oryzias_latipes.ultracontig115.103978.104165.fas","85","235"
"Oryzias_latipes.ultracontig115.5227502.5227324.fas","95","200"
"Oryzias_latipes.ultracontig115.5235646.5235504.fas","96","642"
"Oryzias_latipes.ultracontig115.5240124.5239961.fas","72","772"
"Oryzias_latipes.ultracontig198.14760.14608.fas","88","719"
"Oryzias_latipes.ultracontig214.383933.383705.fas","94","144"
"Oryzias_latipes.ultracontig221.441214.441396.fas","94","262"
"Oryzias_latipes.ultracontig221.442167.442484.fas","94","180"
"Oryzias_latipes.ultracontig231.1262921.1263096.fas","88","1905"
"Oryzias_latipes.ultracontig236.1451066.1450863.fas","81","722"
"Oryzias_latipes.ultracontig244.21127.20876.fas","91","302"
"Oryzias_latipes.ultracontig25.54262.54390.fas","64","1179"
"Oryzias_latipes.ultracontig49.34340.34471.fas","96","2372"
"Oryzias_latipes.ultracontig62.1079487.1079305.fas","95","196"
"Oryzias_latipes.ultracontig62.1402258.1402532.fas","95","60"
"Oryzias_latipes.ultracontig62.622135.622321.fas","68","290"
"Oryzias_latipes.ultracontig90.1864225.1864415.fas","77","704"
"Oryzias_latipes.ultracontig90.1912185.1912420.fas","95","1001"
"Oryzias_latipes.ultracontig90.1922811.1922943.fas","73","501"
"Oryzias_latipes.ultracontig90.2068621.2068383.fas","57","93"
"Tetraodon_nigroviridis.1_random.460096.459955.fas","96","1912"
"Tetraodon_nigroviridis.1_random.482196.481973.fas","77","58"
"Tetraodon_nigroviridis.1_random.631903.632135.fas","73","38"
"Tetraodon_nigroviridis.1_random.796714.796874.fas","94","1072"
"Tetraodon_nigroviridis.1.10918497.10918370.fas","88","1560"
"Tetraodon_nigroviridis.1.10951927.10951759.fas","97","337"
"Tetraodon_nigroviridis.1.10956599.10956412.fas","51","45"
"Tetraodon_nigroviridis.1.10994748.10994628.fas","58","796"
"Tetraodon_nigroviridis.1.11056363.11056240.fas","50","635"
"Tetraodon_nigroviridis.1.1140246.1140093.fas","97","330"
"Tetraodon_nigroviridis.1.11575307.11575430.fas","75","441"
"Tetraodon_nigroviridis.1.11890427.11890602.fas","81","648"
"Tetraodon_nigroviridis.1.11923866.11924049.fas","67","525"
"Tetraodon_nigroviridis.1.11945314.11945556.fas","49","98"
"Tetraodon_nigroviridis.1.12164607.12164454.fas","96","334"
"Tetraodon_nigroviridis.1.12186741.12186527.fas","50","134"
"Tetraodon_nigroviridis.1.1228402.1228556.fas","96","563"
"Tetraodon_nigroviridis.1.12489467.12489313.fas","95","487"
"Tetraodon_nigroviridis.1.15198246.15198378.fas","93","109"
"Tetraodon_nigroviridis.1.15268512.15268658.fas","90","602"
"Tetraodon_nigroviridis.1.15352908.15352754.fas","97","189"
"Tetraodon_nigroviridis.1.15354377.15354229.fas","96","401"
"Tetraodon_nigroviridis.1.15357685.15357502.fas","92","772"
"Tetraodon_nigroviridis.1.15583510.15583295.fas","93","231"
"Tetraodon_nigroviridis.1.15782777.15783281.fas","94","35"
"Tetraodon_nigroviridis.1.15793367.15793639.fas","93","346"
"Tetraodon_nigroviridis.1.16402285.16402139.fas","95","751"
"Tetraodon_nigroviridis.1.16636211.16636382.fas","95","537"
"Tetraodon_nigroviridis.1.16992235.16992090.fas","75","468"
"Tetraodon_nigroviridis.1.20495556.20495399.fas","96","572"
"Tetraodon_nigroviridis.1.2094233.2094357.fas","81","536"
"Tetraodon_nigroviridis.1.21345941.21346079.fas","80","933"
"Tetraodon_nigroviridis.1.22645544.22645340.fas","89","125"
"Tetraodon_nigroviridis.1.2516010.2516158.fas","96","640"
"Tetraodon_nigroviridis.1.2818992.2818802.fas","91","870"
"Tetraodon_nigroviridis.1.3378986.3379196.fas","78","99"
"Tetraodon_nigroviridis.1.4165104.4165241.fas","69","829"
"Tetraodon_nigroviridis.1.4304376.4304224.fas","80","797"
"Tetraodon_nigroviridis.1.4954076.4954410.fas","69","9"
"Tetraodon_nigroviridis.1.511011.510827.fas","96","780"
"Tetraodon_nigroviridis.1.5849886.5849663.fas","93","109"
"Tetraodon_nigroviridis.1.9135156.9135350.fas","97","490"
"Tetraodon_nigroviridis.1.9714440.9714733.fas","96","395"
"Tetraodon_nigroviridis.10.10552375.10552186.fas","97","565"
"Tetraodon_nigroviridis.10.10570254.10570100.fas","93","504"
"Tetraodon_nigroviridis.10.10573892.10573746.fas","88","2084"
"Tetraodon_nigroviridis.10.10575930.10575720.fas","94","420"
"Tetraodon_nigroviridis.10.10576506.10576268.fas","95","348"
"Tetraodon_nigroviridis.10.10577363.10577237.fas","74","658"
"Tetraodon_nigroviridis.10.10578640.10578433.fas","93","624"
"Tetraodon_nigroviridis.10.10654298.10654440.fas","71","835"
"Tetraodon_nigroviridis.10.1084664.1084792.fas","73","231"
"Tetraodon_nigroviridis.10.11724878.11725045.fas","52","56"
"Tetraodon_nigroviridis.10.11919111.11918596.fas","82","2"
"Tetraodon_nigroviridis.10.1196246.1196027.fas","95","77"
"Tetraodon_nigroviridis.10.11971666.11971886.fas","93","25"
"Tetraodon_nigroviridis.10.12170426.12170281.fas","94","722"
"Tetraodon_nigroviridis.10.12172192.12172009.fas","92","120"
"Tetraodon_nigroviridis.10.12527757.12527608.fas","95","539"
"Tetraodon_nigroviridis.10.12724961.12724768.fas","95","272"
"Tetraodon_nigroviridis.10.12726251.12726067.fas","61","63"
"Tetraodon_nigroviridis.10.12907417.12907683.fas","57","25"
"Tetraodon_nigroviridis.10.1602547.1602345.fas","51","37"
"Tetraodon_nigroviridis.10.2437973.2437757.fas","69","1040"
"Tetraodon_nigroviridis.10.2438935.2438801.fas","49","704"
"Tetraodon_nigroviridis.10.2441101.2440912.fas","85","1083"
"Tetraodon_nigroviridis.10.2447263.2447083.fas","80","760"
"Tetraodon_nigroviridis.10.2456927.2456692.fas","64","183"
"Tetraodon_nigroviridis.10.2461829.2461645.fas","73","327"
"Tetraodon_nigroviridis.10.2479080.2478925.fas","80","1896"
"Tetraodon_nigroviridis.10.3517898.3518037.fas","89","991"
"Tetraodon_nigroviridis.10.3734865.3734990.fas","91","897"
"Tetraodon_nigroviridis.10.4326409.4326970.fas","52","14"
"Tetraodon_nigroviridis.10.4992969.4992828.fas","97","701"
"Tetraodon_nigroviridis.10.4993447.4993203.fas","69","76"
"Tetraodon_nigroviridis.10.4994407.4994150.fas","87","52"
"Tetraodon_nigroviridis.10.5835967.5835838.fas","66","389"
"Tetraodon_nigroviridis.10.5837504.5837191.fas","76","1276"
"Tetraodon_nigroviridis.10.5881391.5881242.fas","73","192"
"Tetraodon_nigroviridis.10.6145398.6145586.fas","95","557"
"Tetraodon_nigroviridis.10.7805010.7805156.fas","96","1759"
"Tetraodon_nigroviridis.10.7807188.7807343.fas","90","1012"
"Tetraodon_nigroviridis.10.7809413.7809586.fas","97","582"
"Tetraodon_nigroviridis.10.7809674.7810028.fas","83","81"
"Tetraodon_nigroviridis.10.7817073.7817201.fas","95","481"
"Tetraodon_nigroviridis.10.7824568.7824710.fas","63","94"
"Tetraodon_nigroviridis.10.8322681.8322822.fas","96","97"
"Tetraodon_nigroviridis.10.8709471.8709300.fas","83","144"
"Tetraodon_nigroviridis.10.8945859.8945694.fas","94","374"
"Tetraodon_nigroviridis.10.9292943.9293086.fas","67","596"
"Tetraodon_nigroviridis.10.9715448.9715311.fas","78","247"
"Tetraodon_nigroviridis.11.11125510.11125703.fas","96","84"
"Tetraodon_nigroviridis.11.11127222.11127467.fas","88","35"
"Tetraodon_nigroviridis.11.11590992.11591167.fas","94","86"
"Tetraodon_nigroviridis.11.1239554.1239414.fas","87","285"
"Tetraodon_nigroviridis.11.1239818.1239633.fas","71","248"
"Tetraodon_nigroviridis.11.1886156.1886401.fas","51","78"
"Tetraodon_nigroviridis.11.2082077.2082226.fas","91","1616"
"Tetraodon_nigroviridis.11.2323116.2322893.fas","61","65"
"Tetraodon_nigroviridis.11.2581162.2581381.fas","93","326"
"Tetraodon_nigroviridis.11.2653639.2653831.fas","97","283"
"Tetraodon_nigroviridis.11.3046273.3046090.fas","92","1243"
"Tetraodon_nigroviridis.11.4827077.4826917.fas","96","1927"
"Tetraodon_nigroviridis.11.5466545.5467014.fas","65","15"
"Tetraodon_nigroviridis.11.5997944.5997782.fas","58","209"
"Tetraodon_nigroviridis.11.6042394.6042193.fas","97","509"
"Tetraodon_nigroviridis.11.6058677.6058199.fas","86","5"
"Tetraodon_nigroviridis.11.6646765.6646626.fas","93","2453"
"Tetraodon_nigroviridis.11.7215334.7215513.fas","54","79"
"Tetraodon_nigroviridis.11.7448114.7448266.fas","69","356"
"Tetraodon_nigroviridis.11.7494876.7495118.fas","87","113"
"Tetraodon_nigroviridis.11.7967467.7967291.fas","91","195"
"Tetraodon_nigroviridis.11.8395509.8395302.fas","78","184"
"Tetraodon_nigroviridis.11.9424083.9424253.fas","95","46"
"Tetraodon_nigroviridis.12.10757985.10758253.fas","92","395"
"Tetraodon_nigroviridis.12.10783320.10783482.fas","95","1121"
"Tetraodon_nigroviridis.12.10805059.10805365.fas","64","156"
"Tetraodon_nigroviridis.12.10807658.10807874.fas","92","211"
"Tetraodon_nigroviridis.12.10808084.10808227.fas","61","204"
"Tetraodon_nigroviridis.12.10862603.10861920.fas","76","0"
"Tetraodon_nigroviridis.12.11036749.11036367.fas","87","290"
"Tetraodon_nigroviridis.12.11561273.11561416.fas","65","1486"
"Tetraodon_nigroviridis.12.11589083.11588859.fas","96","394"
"Tetraodon_nigroviridis.12.11589359.11589163.fas","68","151"
"Tetraodon_nigroviridis.12.11834359.11834181.fas","97","157"
"Tetraodon_nigroviridis.12.11917870.11918072.fas","72","81"
"Tetraodon_nigroviridis.12.11921619.11921828.fas","77","801"
"Tetraodon_nigroviridis.12.11922472.11922642.fas","97","142"
"Tetraodon_nigroviridis.12.12265238.12265036.fas","96","639"
"Tetraodon_nigroviridis.12.1246769.1246957.fas","76","53"
"Tetraodon_nigroviridis.12.12495836.12495630.fas","94","1194"
"Tetraodon_nigroviridis.12.3141167.3140974.fas","88","364"
"Tetraodon_nigroviridis.12.3476176.3475960.fas","80","127"
"Tetraodon_nigroviridis.12.3508781.3508551.fas","80","416"
"Tetraodon_nigroviridis.12.4528654.4528475.fas","86","1781"
"Tetraodon_nigroviridis.12.4529651.4529530.fas","75","1499"
"Tetraodon_nigroviridis.12.559736.559600.fas","93","375"
"Tetraodon_nigroviridis.12.6222777.6222582.fas","93","84"
"Tetraodon_nigroviridis.12.624348.624505.fas","97","539"
"Tetraodon_nigroviridis.12.6273202.6273393.fas","95","59"
"Tetraodon_nigroviridis.12.6852076.6851937.fas","79","526"
"Tetraodon_nigroviridis.12.6958819.6958526.fas","82","46"
"Tetraodon_nigroviridis.12.7168412.7168621.fas","72","86"
"Tetraodon_nigroviridis.12.8613014.8613166.fas","90","285"
"Tetraodon_nigroviridis.12.9106978.9106721.fas","90","59"
"Tetraodon_nigroviridis.12.9514024.9514212.fas","55","105"
"Tetraodon_nigroviridis.13.10716890.10716671.fas","90","394"
"Tetraodon_nigroviridis.13.10732101.10731973.fas","93","1598"
"Tetraodon_nigroviridis.13.11933976.11933807.fas","59","413"
"Tetraodon_nigroviridis.13.12258913.12259120.fas","96","188"
"Tetraodon_nigroviridis.13.1419574.1420251.fas","60","70"
"Tetraodon_nigroviridis.13.3412642.3412420.fas","94","197"
"Tetraodon_nigroviridis.13.3570171.3569085.fas","84","2"
"Tetraodon_nigroviridis.13.3618119.3618297.fas","57","139"
"Tetraodon_nigroviridis.13.3662787.3662966.fas","87","703"
"Tetraodon_nigroviridis.13.3699183.3699369.fas","57","117"
"Tetraodon_nigroviridis.13.4435170.4434644.fas","88","6"
"Tetraodon_nigroviridis.13.5082950.5082806.fas","92","848"
"Tetraodon_nigroviridis.13.5169791.5170129.fas","68","65"
"Tetraodon_nigroviridis.13.5174660.5174780.fas","82","483"
"Tetraodon_nigroviridis.13.5229998.5230908.fas","60","3"
"Tetraodon_nigroviridis.13.5452350.5452197.fas","56","215"
"Tetraodon_nigroviridis.13.5945359.5946642.fas","51","4"
"Tetraodon_nigroviridis.13.7293951.7293441.fas","67","6"
"Tetraodon_nigroviridis.13.7975553.7975403.fas","72","464"
"Tetraodon_nigroviridis.13.8426002.8425806.fas","81","350"
"Tetraodon_nigroviridis.13.9643928.9644122.fas","93","129"
"Tetraodon_nigroviridis.14.1351621.1351771.fas","64","705"
"Tetraodon_nigroviridis.14.1534424.1534176.fas","94","141"
"Tetraodon_nigroviridis.14.1551866.1552040.fas","96","1026"
"Tetraodon_nigroviridis.14.1552621.1552753.fas","70","540"
"Tetraodon_nigroviridis.14.1553635.1553770.fas","53","513"
"Tetraodon_nigroviridis.14.1568712.1568398.fas","77","276"
"Tetraodon_nigroviridis.14.2732693.2732471.fas","86","735"
"Tetraodon_nigroviridis.14.2733367.2733158.fas","94","826"
"Tetraodon_nigroviridis.14.2879292.2879458.fas","54","317"
"Tetraodon_nigroviridis.14.4374886.4374628.fas","82","106"
"Tetraodon_nigroviridis.14.4381941.4381812.fas","97","636"
"Tetraodon_nigroviridis.14.4880231.4880672.fas","59","65"
"Tetraodon_nigroviridis.14.4981934.4982152.fas","81","427"
"Tetraodon_nigroviridis.14.5003764.5004693.fas","58","0"
"Tetraodon_nigroviridis.14.5094323.5094195.fas","96","1959"
"Tetraodon_nigroviridis.14.5095219.5095024.fas","94","216"
"Tetraodon_nigroviridis.14.5406922.5407047.fas","93","1502"
"Tetraodon_nigroviridis.14.6009453.6009298.fas","92","465"
"Tetraodon_nigroviridis.14.6014338.6014173.fas","74","877"
"Tetraodon_nigroviridis.14.6231114.6230963.fas","75","667"
"Tetraodon_nigroviridis.14.6249447.6249593.fas","96","479"
"Tetraodon_nigroviridis.14.6466710.6466585.fas","90","126"
"Tetraodon_nigroviridis.14.649283.649576.fas","94","24"
"Tetraodon_nigroviridis.14.6644319.6644188.fas","63","716"
"Tetraodon_nigroviridis.14.6769493.6769699.fas","88","1457"
"Tetraodon_nigroviridis.14.6820236.6820417.fas","96","201"
"Tetraodon_nigroviridis.14.7927557.7927714.fas","93","625"
"Tetraodon_nigroviridis.14.9020951.9021248.fas","95","13"
"Tetraodon_nigroviridis.14.9025386.9025197.fas","95","2284"
"Tetraodon_nigroviridis.14.9040119.9040257.fas","56","205"
"Tetraodon_nigroviridis.14.9520621.9520376.fas","79","260"
"Tetraodon_nigroviridis.15_random.106429.106287.fas","66","826"
"Tetraodon_nigroviridis.15_random.1188920.1189045.fas","96","658"
"Tetraodon_nigroviridis.15_random.1343084.1343218.fas","96","1637"
"Tetraodon_nigroviridis.15_random.1348071.1347882.fas","57","148"
"Tetraodon_nigroviridis.15_random.1632813.1632933.fas","96","483"
"Tetraodon_nigroviridis.15_random.420661.420455.fas","75","368"
"Tetraodon_nigroviridis.15_random.812247.812111.fas","93","616"
"Tetraodon_nigroviridis.15_random.819051.818881.fas","97","254"
"Tetraodon_nigroviridis.15.4689463.4689271.fas","97","177"
"Tetraodon_nigroviridis.15.4933168.4933380.fas","64","160"
"Tetraodon_nigroviridis.15.661841.661634.fas","85","60"
"Tetraodon_nigroviridis.16.1199095.1199265.fas","97","854"
"Tetraodon_nigroviridis.16.1657913.1657669.fas","94","418"
"Tetraodon_nigroviridis.16.2100040.2100177.fas","93","746"
"Tetraodon_nigroviridis.16.3251890.3252044.fas","87","186"
"Tetraodon_nigroviridis.16.3252118.3252277.fas","97","691"
"Tetraodon_nigroviridis.16.3392658.3392508.fas","96","735"
"Tetraodon_nigroviridis.16.3516613.3516028.fas","65","0"
"Tetraodon_nigroviridis.16.3836777.3836983.fas","96","114"
"Tetraodon_nigroviridis.16.5672884.5672747.fas","96","1474"
"Tetraodon_nigroviridis.16.5834404.5834230.fas","78","1601"
"Tetraodon_nigroviridis.16.6263688.6263936.fas","52","33"
"Tetraodon_nigroviridis.16.6265551.6265699.fas","97","2033"
"Tetraodon_nigroviridis.16.6296718.6296912.fas","94","230"
"Tetraodon_nigroviridis.16.6517969.6517808.fas","96","254"
"Tetraodon_nigroviridis.16.6523215.6523362.fas","93","279"
"Tetraodon_nigroviridis.16.6532478.6532636.fas","70","363"
"Tetraodon_nigroviridis.16.6532799.6532929.fas","54","393"
"Tetraodon_nigroviridis.16.6843153.6843278.fas","92","772"
"Tetraodon_nigroviridis.16.7117629.7117447.fas","65","724"
"Tetraodon_nigroviridis.16.7120772.7120614.fas","67","299"
"Tetraodon_nigroviridis.16.7121091.7120867.fas","95","581"
"Tetraodon_nigroviridis.16.7828682.7828136.fas","54","79"
"Tetraodon_nigroviridis.16.7971728.7971594.fas","60","198"
"Tetraodon_nigroviridis.16.8363436.8363162.fas","54","15"
"Tetraodon_nigroviridis.17.1008128.1007930.fas","66","202"
"Tetraodon_nigroviridis.17.1066767.1066532.fas","72","434"
"Tetraodon_nigroviridis.17.11174179.11174392.fas","70","246"
"Tetraodon_nigroviridis.17.11175958.11176096.fas","97","371"
"Tetraodon_nigroviridis.17.11433755.11433605.fas","92","486"
"Tetraodon_nigroviridis.17.1197801.1197672.fas","66","922"
"Tetraodon_nigroviridis.17.12016208.12016050.fas","95","141"
"Tetraodon_nigroviridis.17.1380065.1380241.fas","94","536"
"Tetraodon_nigroviridis.17.3178248.3178111.fas","93","487"
"Tetraodon_nigroviridis.17.3246821.3246679.fas","76","386"
"Tetraodon_nigroviridis.17.3394488.3394162.fas","59","15"
"Tetraodon_nigroviridis.17.4091888.4091700.fas","96","869"
"Tetraodon_nigroviridis.17.4799587.4800021.fas","73","3"
"Tetraodon_nigroviridis.17.4986989.4986831.fas","95","133"
"Tetraodon_nigroviridis.17.5106793.5107002.fas","90","230"
"Tetraodon_nigroviridis.17.534080.534219.fas","92","1310"
"Tetraodon_nigroviridis.17.5587047.5587238.fas","96","126"
"Tetraodon_nigroviridis.17.597173.597014.fas","77","1842"
"Tetraodon_nigroviridis.17.6018670.6018816.fas","57","116"
"Tetraodon_nigroviridis.17.6600380.6600160.fas","64","177"
"Tetraodon_nigroviridis.17.7869932.7870103.fas","83","453"
"Tetraodon_nigroviridis.17.8101978.8102169.fas","96","202"
"Tetraodon_nigroviridis.17.909512.909682.fas","97","2490"
"Tetraodon_nigroviridis.17.9333124.9332849.fas","94","50"
"Tetraodon_nigroviridis.18.10815250.10815392.fas","83","1162"
"Tetraodon_nigroviridis.18.10862719.10862519.fas","71","371"
"Tetraodon_nigroviridis.18.10903732.10904334.fas","58","1"
"Tetraodon_nigroviridis.18.10911133.10910911.fas","96","534"
"Tetraodon_nigroviridis.18.2295740.2295908.fas","77","179"
"Tetraodon_nigroviridis.18.2453198.2453061.fas","78","424"
"Tetraodon_nigroviridis.18.2454854.2454707.fas","88","670"
"Tetraodon_nigroviridis.18.2540386.2540569.fas","54","154"
"Tetraodon_nigroviridis.18.2822792.2823004.fas","87","405"
"Tetraodon_nigroviridis.18.2823185.2823376.fas","85","98"
"Tetraodon_nigroviridis.18.2856457.2856631.fas","68","227"
"Tetraodon_nigroviridis.18.2859535.2859743.fas","91","1417"
"Tetraodon_nigroviridis.18.3307886.3307717.fas","95","936"
"Tetraodon_nigroviridis.18.337528.337741.fas","92","287"
"Tetraodon_nigroviridis.18.3870739.3870548.fas","85","476"
"Tetraodon_nigroviridis.18.4054525.4054397.fas","95","1031"
"Tetraodon_nigroviridis.18.4200621.4200832.fas","60","94"
"Tetraodon_nigroviridis.18.4211448.4211215.fas","94","252"
"Tetraodon_nigroviridis.18.4212009.4211776.fas","94","1007"
"Tetraodon_nigroviridis.18.5636790.5636649.fas","58","125"
"Tetraodon_nigroviridis.18.5893063.5892922.fas","51","703"
"Tetraodon_nigroviridis.18.5959876.5959748.fas","70","409"
"Tetraodon_nigroviridis.18.6473029.6472558.fas","87","147"
"Tetraodon_nigroviridis.18.7405383.7405516.fas","83","1147"
"Tetraodon_nigroviridis.18.7662090.7661932.fas","96","675"
"Tetraodon_nigroviridis.19.1646077.1646302.fas","58","65"
"Tetraodon_nigroviridis.19.1659620.1658179.fas","51","3"
"Tetraodon_nigroviridis.19.2029363.2029196.fas","91","224"
"Tetraodon_nigroviridis.19.2487255.2487052.fas","81","334"
"Tetraodon_nigroviridis.19.2980294.2980051.fas","96","91"
"Tetraodon_nigroviridis.19.3376509.3376667.fas","94","205"
"Tetraodon_nigroviridis.19.3422239.3422020.fas","96","455"
"Tetraodon_nigroviridis.19.5521882.5522105.fas","54","14"
"Tetraodon_nigroviridis.19.5916556.5916774.fas","94","420"
"Tetraodon_nigroviridis.19.592037.592185.fas","94","2240"
"Tetraodon_nigroviridis.2.10029579.10029752.fas","73","859"
"Tetraodon_nigroviridis.2.10050233.10050449.fas","69","87"
"Tetraodon_nigroviridis.2.10526544.10526320.fas","95","779"
"Tetraodon_nigroviridis.2.10528571.10528324.fas","63","53"
"Tetraodon_nigroviridis.2.10541460.10541254.fas","97","231"
"Tetraodon_nigroviridis.2.10549078.10548874.fas","94","527"
"Tetraodon_nigroviridis.2.10555584.10555342.fas","76","481"
"Tetraodon_nigroviridis.2.10659169.10659760.fas","72","19"
"Tetraodon_nigroviridis.2.11239295.11239471.fas","96","577"
"Tetraodon_nigroviridis.2.11239859.11240113.fas","91","315"
"Tetraodon_nigroviridis.2.1170134.1170275.fas","85","359"
"Tetraodon_nigroviridis.2.13722329.13722174.fas","69","285"
"Tetraodon_nigroviridis.2.13767114.13766993.fas","95","907"
"Tetraodon_nigroviridis.2.13909007.13908874.fas","95","276"
"Tetraodon_nigroviridis.2.13912729.13912299.fas","77","83"
"Tetraodon_nigroviridis.2.14976222.14976412.fas","57","96"
"Tetraodon_nigroviridis.2.15425986.15426315.fas","94","329"
"Tetraodon_nigroviridis.2.15455508.15455670.fas","89","1608"
"Tetraodon_nigroviridis.2.1562403.1562247.fas","79","896"
"Tetraodon_nigroviridis.2.16932108.16931974.fas","64","447"
"Tetraodon_nigroviridis.2.1771535.1771798.fas","88","543"
"Tetraodon_nigroviridis.2.21141292.21141431.fas","64","298"
"Tetraodon_nigroviridis.2.3297144.3297350.fas","57","218"
"Tetraodon_nigroviridis.2.5395408.5395587.fas","94","660"
"Tetraodon_nigroviridis.2.5947345.5947183.fas","94","2360"
"Tetraodon_nigroviridis.2.6270278.6270436.fas","90","856"
"Tetraodon_nigroviridis.2.6270696.6270823.fas","76","453"
"Tetraodon_nigroviridis.2.6403868.6403754.fas","81","1009"
"Tetraodon_nigroviridis.2.6461364.6461546.fas","86","592"
"Tetraodon_nigroviridis.2.6538598.6538439.fas","95","375"
"Tetraodon_nigroviridis.2.6840789.6840614.fas","65","196"
"Tetraodon_nigroviridis.2.6843495.6843345.fas","97","697"
"Tetraodon_nigroviridis.2.6885537.6885745.fas","92","309"
"Tetraodon_nigroviridis.2.7232790.7232967.fas","96","415"
"Tetraodon_nigroviridis.2.7235381.7235547.fas","52","87"
"Tetraodon_nigroviridis.2.797921.797689.fas","85","30"
"Tetraodon_nigroviridis.2.8660612.8660740.fas","57","163"
"Tetraodon_nigroviridis.2.8909251.8909116.fas","91","1178"
"Tetraodon_nigroviridis.2.8985830.8985633.fas","55","151"
"Tetraodon_nigroviridis.2.9149046.9149202.fas","78","972"
"Tetraodon_nigroviridis.2.9375060.9374864.fas","97","538"
"Tetraodon_nigroviridis.2.9552187.9551993.fas","95","528"
"Tetraodon_nigroviridis.2.9552552.9552415.fas","96","1922"
"Tetraodon_nigroviridis.2.9626068.9626286.fas","58","102"
"Tetraodon_nigroviridis.2.9641348.9641130.fas","95","283"
"Tetraodon_nigroviridis.2.9862405.9862088.fas","93","546"
"Tetraodon_nigroviridis.20.2618093.2617929.fas","73","186"
"Tetraodon_nigroviridis.20.3250619.3250498.fas","80","2213"
"Tetraodon_nigroviridis.20.544280.543947.fas","65","14"
"Tetraodon_nigroviridis.20.569620.569802.fas","97","893"
"Tetraodon_nigroviridis.21_random.1713749.1713925.fas","91","263"
"Tetraodon_nigroviridis.21_random.1913131.1912748.fas","56","171"
"Tetraodon_nigroviridis.21_random.191535.191309.fas","86","414"
"Tetraodon_nigroviridis.21_random.3232441.3232301.fas","56","166"
"Tetraodon_nigroviridis.21.1111265.1111141.fas","91","858"
"Tetraodon_nigroviridis.21.1212715.1212550.fas","75","424"
"Tetraodon_nigroviridis.21.1696097.1696225.fas","93","302"
"Tetraodon_nigroviridis.21.2996258.2995895.fas","84","207"
"Tetraodon_nigroviridis.21.5083783.5084055.fas","81","271"
"Tetraodon_nigroviridis.21.5514412.5514553.fas","52","320"
"Tetraodon_nigroviridis.3.10317976.10318122.fas","92","391"
"Tetraodon_nigroviridis.3.10320879.10321180.fas","64","40"
"Tetraodon_nigroviridis.3.108213.108348.fas","61","290"
"Tetraodon_nigroviridis.3.11591528.11591827.fas","83","107"
"Tetraodon_nigroviridis.3.11617797.11618019.fas","93","679"
"Tetraodon_nigroviridis.3.11963575.11963770.fas","90","731"
"Tetraodon_nigroviridis.3.1196641.1196516.fas","96","954"
"Tetraodon_nigroviridis.3.12170423.12170552.fas","90","496"
"Tetraodon_nigroviridis.3.12406720.12407208.fas","80","1"
"Tetraodon_nigroviridis.3.12538281.12538031.fas","71","267"
"Tetraodon_nigroviridis.3.12541204.12541043.fas","61","565"
"Tetraodon_nigroviridis.3.12541672.12541505.fas","59","749"
"Tetraodon_nigroviridis.3.12542635.12542456.fas","95","341"
"Tetraodon_nigroviridis.3.12543333.12543136.fas","94","188"
"Tetraodon_nigroviridis.3.12546296.12546159.fas","93","54"
"Tetraodon_nigroviridis.3.1277506.1277647.fas","87","579"
"Tetraodon_nigroviridis.3.1277721.1277852.fas","91","944"
"Tetraodon_nigroviridis.3.1278968.1279132.fas","64","77"
"Tetraodon_nigroviridis.3.2497232.2498125.fas","78","0"
"Tetraodon_nigroviridis.3.6326094.6326292.fas","96","1488"
"Tetraodon_nigroviridis.3.7763079.7762906.fas","68","170"
"Tetraodon_nigroviridis.3.8678081.8677902.fas","73","111"
"Tetraodon_nigroviridis.3.8750965.8751160.fas","83","33"
"Tetraodon_nigroviridis.4.1029343.1029496.fas","96","654"
"Tetraodon_nigroviridis.4.1505434.1505624.fas","62","145"
"Tetraodon_nigroviridis.4.1623097.1623227.fas","57","189"
"Tetraodon_nigroviridis.4.2380706.2380553.fas","53","317"
"Tetraodon_nigroviridis.4.2449628.2449221.fas","93","7"
"Tetraodon_nigroviridis.4.2452135.2451990.fas","89","2151"
"Tetraodon_nigroviridis.4.3406912.3406793.fas","53","273"
"Tetraodon_nigroviridis.4.3720567.3720379.fas","97","1234"
"Tetraodon_nigroviridis.4.526709.526588.fas","58","309"
"Tetraodon_nigroviridis.4.616595.617138.fas","50","4"
"Tetraodon_nigroviridis.4.6501629.6501764.fas","88","282"
"Tetraodon_nigroviridis.4.6593520.6593383.fas","95","382"
"Tetraodon_nigroviridis.4.6784816.6785006.fas","66","371"
"Tetraodon_nigroviridis.4.6908907.6908735.fas","91","138"
"Tetraodon_nigroviridis.4.7466736.7466554.fas","60","43"
"Tetraodon_nigroviridis.5.10575701.10575454.fas","78","1146"
"Tetraodon_nigroviridis.5.10828655.10828791.fas","88","747"
"Tetraodon_nigroviridis.5.11207713.11207885.fas","96","557"
"Tetraodon_nigroviridis.5.11213084.11213270.fas","97","83"
"Tetraodon_nigroviridis.5.1251277.1251403.fas","59","998"
