Locus	Aver. coding region length(bp)	Aver. flanking region length(bp)	Alignment length(bp)	Aver. GC content(%)	Missing data(%)	Pairwise distance
Gasterosteus_aculeatus.groupIII.6282898.6283021	123.00	309.84	123	53.30	0.00	0.05
Gasterosteus_aculeatus.groupIII.6791555.6791722	161.46	184.68	165	61.54	2.14	0.06
Gasterosteus_aculeatus.groupIII.6793946.6794116	159.73	189.63	165	55.82	3.20	0.02
Gasterosteus_aculeatus.groupIII.6875319.6875503	146.72	149.04	159	51.32	7.72	0.06
Gasterosteus_aculeatus.groupIII.8007785.8007636	146.18	249.79	147	55.55	0.56	0.04
Gasterosteus_aculeatus.groupIII.8718259.8718398	135.87	162.13	138	55.02	1.54	0.03
Gasterosteus_aculeatus.groupIV.10591307.10591145	161.91	241.97	162	54.71	0.06	0.03
Gasterosteus_aculeatus.groupIV.10594387.10594210	173.97	272.44	174	55.12	0.02	0.02
Gasterosteus_aculeatus.groupIV.10934749.10934508	235.82	253.78	240	54.26	1.74	0.04
Gasterosteus_aculeatus.groupIV.10936985.10936763	213.12	238.68	219	53.62	2.68	0.02
Gasterosteus_aculeatus.groupIV.11717842.11717663	173.84	246.03	177	55.22	1.79	0.04
Gasterosteus_aculeatus.groupIV.13404607.13404785	175.44	232.11	177	62.23	0.88	0.03
Gasterosteus_aculeatus.groupIV.16501775.16501651	122.74	257.29	123	60.92	0.21	0.01
Gasterosteus_aculeatus.groupIV.16567564.16567741	175.00	178.86	177	53.87	1.13	0.05
Gasterosteus_aculeatus.groupIV.17765758.17765575	179.29	231.12	183	61.61	2.03	0.03
Gasterosteus_aculeatus.groupIV.17955473.17955627	148.62	169.85	153	51.09	2.87	0.02
Gasterosteus_aculeatus.groupIV.19672792.19672592	199.15	260.42	201	57.32	0.92	0.01
Gasterosteus_aculeatus.groupIV.19739495.19739276	209.53	253.66	213	54.05	1.63	0.02
Gasterosteus_aculeatus.groupIV.20012507.20012665	158.63	244.93	159	62.38	0.23	0.02
Gasterosteus_aculeatus.groupIV.20834133.20835191	1037.50	292.92	1059	60.71	2.03	0.09
Gasterosteus_aculeatus.groupIV.21539020.21539208	185.97	216.13	186	55.54	0.02	0.02
Gasterosteus_aculeatus.groupIV.22373041.22372872	164.46	238.10	168	60.35	2.11	0.03
Gasterosteus_aculeatus.groupIV.22373888.22373620	266.27	179.79	267	65.65	0.27	0.01
Gasterosteus_aculeatus.groupIV.22552368.22552537	166.93	213.40	168	44.31	0.64	0.02
Gasterosteus_aculeatus.groupIV.22995493.22996079	578.72	291.96	594	56.07	2.57	0.02
Gasterosteus_aculeatus.groupIV.23162839.23162969	128.05	197.67	129	57.60	0.74	0.05
Gasterosteus_aculeatus.groupIV.25511132.25511295	155.88	180.55	156	58.99	0.08	0.06
Gasterosteus_aculeatus.groupIV.25512023.25512537	498.00	210.94	510	65.96	2.35	0.03
Gasterosteus_aculeatus.groupIV.25859038.25858788	247.53	271.39	249	63.29	0.59	0.02
Gasterosteus_aculeatus.groupIV.26032394.26032534	137.37	222.88	141	50.97	2.57	0.02
Gasterosteus_aculeatus.groupIV.26195806.26195668	138.00	336.19	138	53.84	0.00	0.02
Gasterosteus_aculeatus.groupIV.26218502.26218667	164.27	290.87	165	51.42	0.44	0.03
Gasterosteus_aculeatus.groupIV.26220158.26220288	125.00	245.58	126	50.71	0.79	0.02
Gasterosteus_aculeatus.groupIV.2895672.2895542	128.49	164.73	129	52.28	0.39	0.11
Gasterosteus_aculeatus.groupIV.29005005.29005177	170.76	265.97	171	60.86	0.14	0.03
Gasterosteus_aculeatus.groupIV.29006710.29006895	182.66	273.44	183	54.82	0.19	0.02
Gasterosteus_aculeatus.groupIV.29470618.29470796	176.50	282.97	177	54.06	0.28	0.03
Gasterosteus_aculeatus.groupIV.29480199.29480436	232.57	225.05	234	57.78	0.61	0.03
Gasterosteus_aculeatus.groupIV.29519237.29519392	131.03	198.02	135	51.27	2.94	0.05
Gasterosteus_aculeatus.groupIV.29562486.29562643	155.94	280.29	156	56.06	0.04	0.02
Gasterosteus_aculeatus.groupIV.30965456.30965635	179.69	203.44	180	59.88	0.17	0.02
Gasterosteus_aculeatus.groupIV.3667405.3667622	216.27	215.58	225	70.87	3.88	0.03
Gasterosteus_aculeatus.groupIV.3817767.3817926	155.75	209.58	156	62.65	0.16	0.04
Gasterosteus_aculeatus.groupIV.5518753.5518591	158.23	212.71	159	58.07	0.48	0.03
Gasterosteus_aculeatus.groupIV.6738498.6738969	429.43	156.24	483	57.81	11.09	0.04
Gasterosteus_aculeatus.groupIV.8061027.8060895	127.89	213.89	129	53.16	0.86	0.04
Gasterosteus_aculeatus.groupIV.9321924.9321238	663.74	245.67	684	53.94	2.96	0.02
Gasterosteus_aculeatus.groupIX.10137685.10137513	159.19	201.38	162	46.27	1.74	0.05
Gasterosteus_aculeatus.groupIX.10318026.10317851	173.97	227.60	174	68.13	0.02	0.01
Gasterosteus_aculeatus.groupIX.10730774.10730459	309.26	242.54	315	55.14	1.82	0.02
Gasterosteus_aculeatus.groupIX.10826489.10826128	353.66	214.59	357	55.50	0.94	0.04
Gasterosteus_aculeatus.groupIX.10829033.10828695	328.17	200.31	342	53.64	4.04	0.03
Gasterosteus_aculeatus.groupIX.11195301.11195125	176.66	191.01	177	59.92	0.19	0.03
Gasterosteus_aculeatus.groupIX.12947364.12947117	245.00	145.32	246	57.74	0.41	0.02
Gasterosteus_aculeatus.groupIX.12979695.12979462	143.66	167.67	144	53.18	0.24	0.02
Gasterosteus_aculeatus.groupIX.12980024.12979858	153.00	256.05	153	44.79	0.00	0.02
Gasterosteus_aculeatus.groupIX.13909548.13909411	135.00	314.18	135	47.00	0.00	0.02
Gasterosteus_aculeatus.groupIX.13979596.13979445	150.00	301.06	150	50.94	0.00	0.03
Gasterosteus_aculeatus.groupIX.13982874.13982733	139.06	183.18	141	52.31	1.38	0.02
Gasterosteus_aculeatus.groupIX.13986085.13985872	206.81	274.26	207	56.29	0.09	0.03
Gasterosteus_aculeatus.groupIX.1437881.1437733	142.52	235.56	144	55.64	1.03	0.02
Gasterosteus_aculeatus.groupIX.15027185.15027060	123.82	136.89	126	50.98	1.73	0.03
Gasterosteus_aculeatus.groupIX.15848327.15848161	148.45	204.70	150	58.09	1.03	0.04
Gasterosteus_aculeatus.groupIX.16362068.16361923	142.68	172.49	144	52.66	0.92	0.01
Gasterosteus_aculeatus.groupIX.16404088.16403945	140.81	255.72	141	61.91	0.13	0.01
Gasterosteus_aculeatus.groupIX.19232781.19232452	325.71	245.89	330	63.90	1.30	0.01
Gasterosteus_aculeatus.groupIX.19233197.19232893	302.49	218.86	303	62.77	0.17	0.01
Gasterosteus_aculeatus.groupIX.19235401.19235233	166.42	207.72	168	61.79	0.94	0.02
Gasterosteus_aculeatus.groupIX.19237881.19237709	171.00	303.53	171	55.48	0.00	0.01
Gasterosteus_aculeatus.groupIX.19248905.19248691	212.71	258.57	213	64.29	0.14	0.01
Gasterosteus_aculeatus.groupIX.19326408.19326274	132.72	221.95	135	60.00	1.69	0.02
Gasterosteus_aculeatus.groupIX.474652.474493	156.28	180.78	159	55.60	1.71	0.05
Gasterosteus_aculeatus.groupIX.5479219.5479026	185.40	170.38	189	59.65	1.90	0.02
Gasterosteus_aculeatus.groupIX.5960342.5960162	180.00	272.11	180	54.42	0.00	0.03
Gasterosteus_aculeatus.groupIX.5996294.5996091	199.42	203.09	201	54.72	0.79	0.02
Gasterosteus_aculeatus.groupIX.6653353.6653589	233.09	272.22	234	54.24	0.39	0.02
Gasterosteus_aculeatus.groupIX.6653748.6653915	164.18	274.74	165	52.84	0.50	0.03
Gasterosteus_aculeatus.groupIX.6877675.6878090	404.38	218.57	414	61.81	2.32	0.04
Gasterosteus_aculeatus.groupIX.6994313.6994140	169.14	245.39	171	56.83	1.09	0.03
Gasterosteus_aculeatus.groupIX.7010124.7009852	270.22	260.63	276	56.46	2.10	0.01
Gasterosteus_aculeatus.groupIX.8113563.8113692	128.79	188.07	129	58.27	0.16	0.01
Gasterosteus_aculeatus.groupIX.8114216.8114342	124.73	241.31	126	59.46	1.01	0.01
Gasterosteus_aculeatus.groupIX.8227145.8226941	177.00	195.76	177	51.20	0.00	0.04
Gasterosteus_aculeatus.groupIX.8356743.8356591	147.46	239.37	150	48.15	1.69	0.04
Gasterosteus_aculeatus.groupIX.8442669.8442903	218.49	270.07	219	52.05	0.23	0.03
Gasterosteus_aculeatus.groupIX.8514221.8514014	203.49	248.66	207	50.82	1.69	0.03
Gasterosteus_aculeatus.groupIX.8651590.8651827	237.00	308.26	237	49.91	0.00	0.01
Gasterosteus_aculeatus.groupIX.8931101.8931313	207.84	169.37	213	68.76	2.42	0.05
Gasterosteus_aculeatus.groupIX.8934891.8935042	148.09	184.70	150	56.34	1.27	0.07
Gasterosteus_aculeatus.groupV.10461748.10461545	201.40	176.24	204	58.11	1.27	0.05
Gasterosteus_aculeatus.groupV.10462023.10461841	179.40	227.20	183	58.21	1.97	0.06
Gasterosteus_aculeatus.groupV.10462614.10462471	141.51	177.08	144	62.42	1.73	0.05
Gasterosteus_aculeatus.groupV.10672175.10671914	246.15	135.83	249	54.91	1.14	0.06
Gasterosteus_aculeatus.groupV.10881421.10881567	141.00	285.35	141	51.44	0.00	0.05
Gasterosteus_aculeatus.groupV.10889613.10889273	331.72	206.54	339	64.07	2.15	0.05
Gasterosteus_aculeatus.groupV.11008228.11008107	117.22	171.78	120	50.28	2.31	0.02
Gasterosteus_aculeatus.groupV.11060568.11060373	191.94	267.33	195	55.20	1.57	0.02
Gasterosteus_aculeatus.groupV.11222896.11222775	119.64	235.35	120	49.53	0.30	0.01
Gasterosteus_aculeatus.groupV.11228179.11228021	158.63	267.45	159	60.82	0.23	0.02
Gasterosteus_aculeatus.groupV.11231008.11230742	266.34	221.87	267	61.41	0.25	0.02
Gasterosteus_aculeatus.groupV.11240460.11240206	205.00	206.36	210	60.93	2.38	0.04
Gasterosteus_aculeatus.groupV.11284439.11284584	142.33	208.67	144	49.79	1.16	0.04
Gasterosteus_aculeatus.groupV.11331423.11331261	151.24	238.87	159	50.55	4.88	0.03
Gasterosteus_aculeatus.groupV.12103303.12103491	178.25	179.67	186	65.40	4.16	0.03
Gasterosteus_aculeatus.groupV.12145418.12145282	131.34	140.64	138	61.27	4.82	0.05
Gasterosteus_aculeatus.groupV.121793.122059	266.03	239.88	267	45.56	0.36	0.02
Gasterosteus_aculeatus.groupV.1828275.1827991	280.22	241.38	285	61.57	1.68	0.05
Gasterosteus_aculeatus.groupV.1828723.1828575	147.00	285.25	147	53.47	0.00	0.02
Gasterosteus_aculeatus.groupV.3272011.3271602	359.00	163.38	363	65.83	1.10	0.03
Gasterosteus_aculeatus.groupV.3489692.3490000	303.37	216.52	306	60.62	0.86	0.02
Gasterosteus_aculeatus.groupV.3707006.3707708	674.67	194.31	702	59.60	3.89	0.03
Gasterosteus_aculeatus.groupV.4644730.4644592	134.46	271.24	135	48.81	0.40	0.01
Gasterosteus_aculeatus.groupV.4815667.4815856	182.62	145.87	186	62.77	1.82	0.05
Gasterosteus_aculeatus.groupV.4815945.4816096	147.03	238.97	150	54.11	1.98	0.02
Gasterosteus_aculeatus.groupV.6001202.6001359	152.69	230.47	153	51.05	0.20	0.02
Gasterosteus_aculeatus.groupV.6206293.6206425	125.46	145.78	129	55.80	2.75	0.03
Gasterosteus_aculeatus.groupV.6334923.6335076	149.84	216.26	150	57.79	0.11	0.05
Gasterosteus_aculeatus.groupV.8019440.8019768	320.37	213.45	324	53.83	1.12	0.04
Gasterosteus_aculeatus.groupV.8066752.8066888	135.00	292.90	135	47.93	0.00	0.03
Gasterosteus_aculeatus.groupV.8084404.8084630	221.52	201.63	222	56.62	0.22	0.05
Gasterosteus_aculeatus.groupV.8301432.8301574	140.94	287.67	141	51.06	0.04	0.02
Gasterosteus_aculeatus.groupV.8452658.8452403	253.23	151.45	255	60.15	0.70	0.07
Gasterosteus_aculeatus.groupV.9365764.9365626	135.00	192.06	138	58.51	2.17	0.05
Gasterosteus_aculeatus.groupVI.1103975.1104107	131.12	262.29	132	57.96	0.66	0.03
Gasterosteus_aculeatus.groupVI.11589259.11589059	196.45	240.40	201	58.91	2.27	0.02
Gasterosteus_aculeatus.groupVI.11591382.11591232	149.94	318.95	150	44.38	0.04	0.02
Gasterosteus_aculeatus.groupVI.11592805.11592678	119.71	179.69	123	45.93	2.67	0.03
Gasterosteus_aculeatus.groupVI.12480939.12479969	947.25	157.75	966	54.98	1.94	0.10
Gasterosteus_aculeatus.groupVI.13965084.13964779	301.37	203.51	303	57.68	0.54	0.04
Gasterosteus_aculeatus.groupVI.15649736.15649614	121.94	228.86	123	55.67	0.86	0.02
Gasterosteus_aculeatus.groupVI.16424706.16424570	119.97	231.77	120	60.66	0.03	0.03
Gasterosteus_aculeatus.groupVI.2224341.2224581	206.68	147.61	210	57.32	1.58	0.09
Gasterosteus_aculeatus.groupVI.3173429.3173258	166.76	215.36	168	62.19	0.74	0.03
Gasterosteus_aculeatus.groupVI.3350917.3351045	125.60	121.49	129	57.45	2.63	0.11
Gasterosteus_aculeatus.groupVI.3402383.3402531	141.33	76.89	147	57.23	3.85	0.09
Gasterosteus_aculeatus.groupVI.4867209.4868512	1294.33	259.74	1317	57.35	1.72	0.02
Gasterosteus_aculeatus.groupVI.579678.579841	157.23	227.92	159	51.69	1.12	0.03
Gasterosteus_aculeatus.groupVI.6211371.6211248	122.87	281.87	123	50.13	0.10	0.02
Gasterosteus_aculeatus.groupVI.6302987.6302825	161.75	303.86	162	51.96	0.15	0.01
Gasterosteus_aculeatus.groupVI.6370076.6369898	175.26	185.78	177	56.35	0.98	0.06
Gasterosteus_aculeatus.groupVI.6416001.6416176	162.67	157.09	165	49.35	1.41	0.06
Gasterosteus_aculeatus.groupVI.6462690.6462836	144.62	207.52	147	56.50	1.62	0.02
Gasterosteus_aculeatus.groupVI.6988178.6987999	179.23	263.36	180	58.36	0.43	0.02
Gasterosteus_aculeatus.groupVI.6990209.6990018	188.00	263.42	189	58.16	0.53	0.04
Gasterosteus_aculeatus.groupVI.7250216.7249555	643.65	204.50	684	57.92	5.90	0.04
Gasterosteus_aculeatus.groupVI.7336430.7335677	740.14	247.30	753	44.31	1.71	0.03
Gasterosteus_aculeatus.groupVI.7638826.7639019	188.45	274.56	192	53.58	1.85	0.04
Gasterosteus_aculeatus.groupVI.7645969.7646115	147.00	252.50	147	45.16	0.00	0.01
Gasterosteus_aculeatus.groupVI.7657257.7657465	203.42	280.32	204	49.66	0.28	0.03
Gasterosteus_aculeatus.groupVI.7852646.7852828	177.38	215.14	180	62.48	1.46	0.05
Gasterosteus_aculeatus.groupVI.7854548.7854686	137.76	276.60	138	44.65	0.18	0.02
Gasterosteus_aculeatus.groupVI.7856797.7856978	170.47	170.99	177	52.53	3.69	0.03
Gasterosteus_aculeatus.groupVI.8048021.8047799	197.84	233.96	198	59.74	0.08	0.05
Gasterosteus_aculeatus.groupVI.8140418.8140616	146.81	291.86	147	47.37	0.13	0.02
Gasterosteus_aculeatus.groupVI.82876.83261	382.87	245.10	384	60.71	0.29	0.03
Gasterosteus_aculeatus.groupVI.8564303.8564172	125.94	103.17	129	57.53	2.37	0.05
Gasterosteus_aculeatus.groupVI.8565728.8565542	182.56	254.85	183	48.14	0.24	0.01
Gasterosteus_aculeatus.groupVI.9086519.9086690	168.31	232.07	171	41.51	1.57	0.03
Gasterosteus_aculeatus.groupVI.9206727.9206919	169.81	200.89	192	58.08	11.56	0.04
Gasterosteus_aculeatus.groupVI.9207925.9208150	220.17	244.26	225	50.37	2.15	0.02
Gasterosteus_aculeatus.groupVI.936100.935941	156.50	210.24	159	52.86	1.57	0.03
Gasterosteus_aculeatus.groupVII.11100662.11100909	245.08	285.40	246	57.32	0.37	0.02
Gasterosteus_aculeatus.groupVII.13512188.13511784	370.54	154.84	402	53.87	7.83	0.05
Gasterosteus_aculeatus.groupVII.13998589.13998385	200.46	192.18	204	58.68	1.74	0.03
Gasterosteus_aculeatus.groupVII.14003445.14003269	173.97	258.26	174	54.82	0.02	0.02
Gasterosteus_aculeatus.groupVII.14010742.14010414	288.59	256.56	291	58.02	0.83	0.01
Gasterosteus_aculeatus.groupVII.14245799.14245928	126.58	209.64	129	60.74	1.88	0.03
Gasterosteus_aculeatus.groupVII.14347770.14347935	159.28	225.09	162	54.98	1.68	0.02
Gasterosteus_aculeatus.groupVII.14359386.14359569	179.40	287.45	180	53.53	0.33	0.02
Gasterosteus_aculeatus.groupVII.14373520.14373800	278.39	260.61	279	57.96	0.22	0.02
Gasterosteus_aculeatus.groupVII.14970557.14971172	584.88	163.95	612	59.65	4.43	0.03
Gasterosteus_aculeatus.groupVII.14988531.14988863	326.58	286.35	330	56.84	1.04	0.04
Gasterosteus_aculeatus.groupVII.17566958.17567099	140.77	232.05	141	49.35	0.16	0.03
Gasterosteus_aculeatus.groupVII.17570015.17570190	171.69	259.60	174	58.36	1.33	0.03
Gasterosteus_aculeatus.groupVII.17570618.17571003	378.98	274.73	384	55.99	1.31	0.02
Gasterosteus_aculeatus.groupVII.17706665.17706902	236.28	257.79	237	51.78	0.31	0.02
Gasterosteus_aculeatus.groupVII.17708905.17709078	170.43	260.38	171	51.99	0.33	0.03
Gasterosteus_aculeatus.groupVII.17711359.17711534	172.85	262.49	174	59.42	0.66	0.02
Gasterosteus_aculeatus.groupVII.20563215.20563346	131.78	251.98	132	50.76	0.17	0.02
Gasterosteus_aculeatus.groupVII.20975145.20974921	214.08	229.66	219	56.55	2.25	0.05
Gasterosteus_aculeatus.groupVII.21298454.21298287	165.73	192.12	168	51.90	1.35	0.02
Gasterosteus_aculeatus.groupVII.21545831.21546189	334.29	157.63	345	66.88	3.11	0.04
Gasterosteus_aculeatus.groupVII.21608519.21608381	132.82	207.05	135	46.27	1.61	0.03
Gasterosteus_aculeatus.groupVII.21663085.21662951	135.00	313.76	135	52.38	0.00	0.04
Gasterosteus_aculeatus.groupVII.22983127.22983267	140.91	208.77	141	55.97	0.07	0.06
Gasterosteus_aculeatus.groupVII.24082507.24082377	126.69	105.44	129	58.07	1.79	0.05
Gasterosteus_aculeatus.groupVII.26513447.26513606	159.00	257.06	159	53.74	0.00	0.02
Gasterosteus_aculeatus.groupVII.26775751.26775563	161.79	173.91	171	62.78	5.39	0.02
Gasterosteus_aculeatus.groupVII.26777478.26776980	295.92	178.49	345	57.38	14.23	0.06
Gasterosteus_aculeatus.groupVII.26781766.26782054	280.98	116.48	288	64.79	2.44	0.06
Gasterosteus_aculeatus.groupVII.2737000.2736839	156.17	258.13	159	58.56	1.78	0.02
Gasterosteus_aculeatus.groupVII.3160516.3160348	165.71	164.28	168	59.39	1.37	0.01
Gasterosteus_aculeatus.groupVII.3164249.3164006	233.35	217.56	240	53.45	2.77	0.04
Gasterosteus_aculeatus.groupVII.3164525.3164334	182.24	301.37	183	57.55	0.42	0.04
Gasterosteus_aculeatus.groupVII.330622.330413	164.35	130.58	168	63.27	2.18	0.09
Gasterosteus_aculeatus.groupVII.3940452.3941056	587.19	239.05	594	57.71	1.15	0.03
Gasterosteus_aculeatus.groupVII.4294320.4294456	131.03	136.41	132	46.76	0.73	0.05
Gasterosteus_aculeatus.groupVII.4295246.4295409	154.08	252.33	156	50.65	1.23	0.02
Gasterosteus_aculeatus.groupVII.4296975.4297143	167.78	286.76	168	54.43	0.13	0.02
Gasterosteus_aculeatus.groupVII.4299616.4299823	202.94	262.90	204	60.17	0.52	0.01
Gasterosteus_aculeatus.groupVII.4554466.4554147	254.72	211.29	255	53.07	0.11	0.02
Gasterosteus_aculeatus.groupVII.6666937.6667134	194.81	246.79	195	51.17	0.10	0.02
Gasterosteus_aculeatus.groupVII.6988066.6987897	163.02	179.16	168	54.14	2.97	0.04
Gasterosteus_aculeatus.groupVIII.10672020.10671849	166.47	236.35	168	54.46	0.91	0.02
Gasterosteus_aculeatus.groupVIII.12473210.12473363	152.35	276.23	153	52.84	0.43	0.02
Gasterosteus_aculeatus.groupVIII.12485590.12485376	212.16	249.10	213	51.48	0.39	0.02
Gasterosteus_aculeatus.groupVIII.12573562.12573341	220.41	274.09	222	51.37	0.71	0.04
Gasterosteus_aculeatus.groupVIII.12827402.12827906	432.00	130.00	501	61.19	13.77	0.07
Gasterosteus_aculeatus.groupVIII.13657161.13656832	278.50	148.42	288	55.44	3.30	0.11
Gasterosteus_aculeatus.groupVIII.13820031.13820161	126.00	285.06	126	50.19	0.00	0.02
Gasterosteus_aculeatus.groupVIII.14212893.14213111	215.81	260.68	216	55.55	0.09	0.01
Gasterosteus_aculeatus.groupVIII.1423881.1424094	211.32	336.63	213	51.83	0.79	0.04
Gasterosteus_aculeatus.groupVIII.1424253.1424696	437.83	293.31	444	52.93	1.39	0.03
Gasterosteus_aculeatus.groupVIII.15704363.15704218	141.04	144.69	144	59.92	2.05	0.02
Gasterosteus_aculeatus.groupVIII.15831847.15832005	155.94	280.52	156	55.00	0.04	0.03
Gasterosteus_aculeatus.groupVIII.17298588.17298730	141.00	197.57	141	60.86	0.00	0.03
Gasterosteus_aculeatus.groupVIII.17300561.17300704	143.75	218.72	144	54.11	0.17	0.02
Gasterosteus_aculeatus.groupVIII.1734231.1734479	226.79	314.63	228	57.43	0.53	0.02
Gasterosteus_aculeatus.groupVIII.17977107.17976839	258.00	121.14	276	64.36	6.52	0.12
Gasterosteus_aculeatus.groupVIII.18683088.18683235	143.37	144.28	144	61.87	0.44	0.06
Gasterosteus_aculeatus.groupVIII.3807356.3807546	184.54	256.32	186	60.93	0.79	0.02
Gasterosteus_aculeatus.groupVIII.3861211.3861383	166.27	172.44	171	47.63	2.76	0.07
Gasterosteus_aculeatus.groupVIII.5635070.5634881	184.01	266.14	189	47.20	2.64	0.03
Gasterosteus_aculeatus.groupVIII.6004311.6004510	197.66	279.49	198	46.03	0.17	0.03
Gasterosteus_aculeatus.groupVIII.7737903.7738036	132.00	289.39	132	57.80	0.00	0.03
Gasterosteus_aculeatus.groupVIII.7885337.7885485	144.00	267.08	144	60.73	0.00	0.02
Gasterosteus_aculeatus.groupVIII.7901566.7901734	167.84	203.98	168	61.69	0.09	0.03
Gasterosteus_aculeatus.groupVIII.8647136.8646968	162.33	217.00	168	61.48	3.37	0.03
Gasterosteus_aculeatus.groupVIII.8790727.8790847	119.81	201.73	120	49.80	0.16	0.06
Gasterosteus_aculeatus.groupVIII.9338137.9338323	166.41	179.49	174	58.03	4.36	0.03
Gasterosteus_aculeatus.groupX.12196749.12197054	301.22	235.06	303	59.00	0.59	0.02
Gasterosteus_aculeatus.groupX.12897626.12897797	168.00	267.96	168	44.63	0.00	0.03
Gasterosteus_aculeatus.groupX.13129716.13129570	144.00	301.09	144	57.47	0.00	0.01
Gasterosteus_aculeatus.groupX.15431813.15431631	179.51	206.47	180	58.38	0.27	0.04
Gasterosteus_aculeatus.groupX.15589345.15589054	286.15	191.84	291	59.56	1.67	0.02
Gasterosteus_aculeatus.groupX.15590875.15590561	212.28	255.82	213	62.33	0.34	0.03
Gasterosteus_aculeatus.groupX.2043705.2043536	145.66	154.97	153	63.39	4.80	0.03
Gasterosteus_aculeatus.groupX.2672330.2672208	116.25	158.29	120	48.51	3.12	0.06
Gasterosteus_aculeatus.groupX.5949020.5948408	597.00	161.70	612	58.72	2.45	0.09
Gasterosteus_aculeatus.groupX.7116457.7116641	180.12	253.74	183	58.91	1.57	0.03
Gasterosteus_aculeatus.groupX.7447952.7448249	284.05	222.39	288	61.26	1.37	0.02
Gasterosteus_aculeatus.groupX.7456317.7456467	146.97	296.10	147	57.32	0.02	0.04
Gasterosteus_aculeatus.groupX.7770500.7770363	132.00	137.51	135	57.19	2.22	0.03
Gasterosteus_aculeatus.groupX.7963061.7962780	271.81	232.93	276	55.69	1.52	0.02
Gasterosteus_aculeatus.groupX.8940484.8940363	119.64	245.14	120	57.90	0.30	0.03
Gasterosteus_aculeatus.groupX.8997430.8997308	120.51	203.17	123	57.99	2.03	0.03
Gasterosteus_aculeatus.groupX.9481770.9482013	242.31	292.07	243	61.22	0.28	0.02
Gasterosteus_aculeatus.groupXI.12104608.12104375	226.83	167.30	231	56.53	1.81	0.04
Gasterosteus_aculeatus.groupXI.13417801.13417971	170.75	300.42	171	45.90	0.14	0.02
Gasterosteus_aculeatus.groupXI.13418678.13418801	119.48	255.80	120	60.70	0.44	0.02
Gasterosteus_aculeatus.groupXI.13673193.13673358	161.72	286.18	162	51.83	0.17	0.03
Gasterosteus_aculeatus.groupXI.14272044.14271870	162.00	262.45	162	52.24	0.00	0.03
Gasterosteus_aculeatus.groupXI.14705518.14705144	357.81	190.92	369	60.53	3.03	0.03
Gasterosteus_aculeatus.groupXI.14716938.14716751	181.28	248.24	183	62.90	0.94	0.02
Gasterosteus_aculeatus.groupXI.14949685.14949481	200.77	209.65	201	64.41	0.11	0.03
Gasterosteus_aculeatus.groupXI.14969672.14969947	242.74	165.00	270	53.63	10.10	0.09
Gasterosteus_aculeatus.groupXI.4775081.4774915	165.00	293.58	165	49.62	0.00	0.01
Gasterosteus_aculeatus.groupXI.4784517.4784689	167.45	263.30	168	62.88	0.33	0.03
Gasterosteus_aculeatus.groupXI.585629.585400	227.78	219.15	228	63.09	0.10	0.02
Gasterosteus_aculeatus.groupXI.591269.591131	136.37	169.33	138	63.17	1.18	0.05
Gasterosteus_aculeatus.groupXI.591537.591393	134.47	96.80	138	70.39	2.56	0.05
Gasterosteus_aculeatus.groupXI.6378047.6378171	123.00	308.58	123	49.08	0.00	0.01
Gasterosteus_aculeatus.groupXI.7392164.7392298	135.00	278.34	135	55.47	0.00	0.02
Gasterosteus_aculeatus.groupXI.7755475.7755344	130.52	251.33	132	53.00	1.12	0.03
Gasterosteus_aculeatus.groupXI.7756182.7756051	132.00	254.49	132	52.04	0.00	0.04
Gasterosteus_aculeatus.groupXI.7873366.7873224	141.00	313.70	141	44.76	0.00	0.02
Gasterosteus_aculeatus.groupXI.9806019.9805800	217.32	262.82	219	53.53	0.77	0.03
